kb_id,category,fact_name,arg1,arg2,arg3,start_date,end_date
4825,CORE,is_phi,phi_rec_919,,,2025-01-01,2027-01-01
4826,CORE,is_doctor_of,doc_2,pat_920,,2025-01-01,2027-01-01
4827,CORE,owns_phi_record,pat_920,phi_rec_920,,2025-01-01,2027-01-01
4828,CORE,is_phi,phi_rec_920,,,2025-01-01,2027-01-01
4829,CORE,is_doctor_of,doc_0,pat_921,,2025-01-01,2027-01-01
4830,CORE,owns_phi_record,pat_921,phi_rec_921,,2025-01-01,2027-01-01
4831,CORE,is_phi,phi_rec_921,,,2025-01-01,2027-01-01
4832,CORE,is_doctor_of,doc_16,pat_922,,2025-01-01,2027-01-01
4833,CORE,owns_phi_record,pat_922,phi_rec_922,,2025-01-01,2027-01-01
4834,CORE,is_phi,phi_rec_922,,,2025-01-01,2027-01-01
4835,CORE,is_doctor_of,doc_25,pat_923,,2025-01-01,2027-01-01
4836,CORE,owns_phi_record,pat_923,phi_rec_923,,2025-01-01,2027-01-01
4837,CORE,is_phi,phi_rec_923,,,2025-01-01,2027-01-01
4838,CORE,is_doctor_of,doc_33,pat_924,,2025-01-01,2027-01-01
4839,CORE,owns_phi_record,pat_924,phi_rec_924,,2025-01-01,2027-01-01
4840,CORE,is_phi,phi_rec_924,,,2025-01-01,2027-01-01
4841,CORE,is_doctor_of,doc_37,pat_925,,2025-01-01,2027-01-01
4842,CORE,owns_phi_record,pat_925,phi_rec_925,,2025-01-01,2027-01-01
4843,CORE,is_phi,phi_rec_925,,,2025-01-01,2027-01-01
4844,CORE,is_doctor_of,doc_45,pat_926,,2025-01-01,2027-01-01
4845,CORE,owns_phi_record,pat_926,phi_rec_926,,2025-01-01,2027-01-01
4846,CORE,is_phi,phi_rec_926,,,2025-01-01,2027-01-01
4847,CORE,is_doctor_of,doc_25,pat_927,,2025-01-01,2027-01-01
4848,CORE,owns_phi_record,pat_927,phi_rec_927,,2025-01-01,2027-01-01
4849,CORE,is_phi,phi_rec_927,,,2025-01-01,2027-01-01
4850,CORE,is_doctor_of,doc_28,pat_928,,2025-01-01,2027-01-01
4851,CORE,owns_phi_record,pat_928,phi_rec_928,,2025-01-01,2027-01-01
4852,CORE,is_phi,phi_rec_928,,,2025-01-01,2027-01-01
4853,CORE,is_doctor_of,doc_6,pat_929,,2025-01-01,2027-01-01
4854,CORE,owns_phi_record,pat_929,phi_rec_929,,2025-01-01,2027-01-01
4855,CORE,is_phi,phi_rec_929,,,2025-01-01,2027-01-01
4856,CORE,is_doctor_of,doc_47,pat_930,,2025-01-01,2027-01-01
4857,CORE,owns_phi_record,pat_930,phi_rec_930,,2025-01-01,2027-01-01
4858,CORE,is_phi,phi_rec_930,,,2025-01-01,2027-01-01
4859,CORE,is_doctor_of,doc_16,pat_931,,2025-01-01,2027-01-01
4860,CORE,owns_phi_record,pat_931,phi_rec_931,,2025-01-01,2027-01-01
4861,CORE,is_phi,phi_rec_931,,,2025-01-01,2027-01-01
4862,CORE,is_doctor_of,doc_22,pat_932,,2025-01-01,2027-01-01
4863,CORE,owns_phi_record,pat_932,phi_rec_932,,2025-01-01,2027-01-01
4864,CORE,is_phi,phi_rec_932,,,2025-01-01,2027-01-01
4865,CORE,is_doctor_of,doc_18,pat_933,,2025-01-01,2027-01-01
4866,CORE,owns_phi_record,pat_933,phi_rec_933,,2025-01-01,2027-01-01
4867,CORE,is_phi,phi_rec_933,,,2025-01-01,2027-01-01
4868,CORE,is_doctor_of,doc_48,pat_934,,2025-01-01,2027-01-01
4869,CORE,owns_phi_record,pat_934,phi_rec_934,,2025-01-01,2027-01-01
4870,CORE,is_phi,phi_rec_934,,,2025-01-01,2027-01-01
4871,CORE,is_doctor_of,doc_43,pat_935,,2025-01-01,2027-01-01
4872,CORE,owns_phi_record,pat_935,phi_rec_935,,2025-01-01,2027-01-01
4873,CORE,is_phi,phi_rec_935,,,2025-01-01,2027-01-01
4874,CORE,is_doctor_of,doc_12,pat_936,,2025-01-01,2027-01-01
4875,CORE,owns_phi_record,pat_936,phi_rec_936,,2025-01-01,2027-01-01
4876,CORE,is_phi,phi_rec_936,,,2025-01-01,2027-01-01
4877,CORE,is_doctor_of,doc_38,pat_937,,2025-01-01,2027-01-01
4878,CORE,owns_phi_record,pat_937,phi_rec_937,,2025-01-01,2027-01-01
4879,CORE,is_phi,phi_rec_937,,,2025-01-01,2027-01-01
4880,CORE,is_doctor_of,doc_5,pat_938,,2025-01-01,2027-01-01
4881,CORE,owns_phi_record,pat_938,phi_rec_938,,2025-01-01,2027-01-01
4882,CORE,is_phi,phi_rec_938,,,2025-01-01,2027-01-01
4883,CORE,is_doctor_of,doc_2,pat_939,,2025-01-01,2027-01-01
4884,CORE,owns_phi_record,pat_939,phi_rec_939,,2025-01-01,2027-01-01
4885,CORE,is_phi,phi_rec_939,,,2025-01-01,2027-01-01
4886,CORE,is_doctor_of,doc_4,pat_940,,2025-01-01,2027-01-01
4887,CORE,owns_phi_record,pat_940,phi_rec_940,,2025-01-01,2027-01-01
4888,CORE,is_phi,phi_rec_940,,,2025-01-01,2027-01-01
4889,CORE,is_doctor_of,doc_16,pat_941,,2025-01-01,2027-01-01
4890,CORE,owns_phi_record,pat_941,phi_rec_941,,2025-01-01,2027-01-01
4891,CORE,is_phi,phi_rec_941,,,2025-01-01,2027-01-01
4892,CORE,is_doctor_of,doc_19,pat_942,,2025-01-01,2027-01-01
4893,CORE,owns_phi_record,pat_942,phi_rec_942,,2025-01-01,2027-01-01
4894,CORE,is_phi,phi_rec_942,,,2025-01-01,2027-01-01
4895,CORE,is_doctor_of,doc_34,pat_943,,2025-01-01,2027-01-01
4896,CORE,owns_phi_record,pat_943,phi_rec_943,,2025-01-01,2027-01-01
4897,CORE,is_phi,phi_rec_943,,,2025-01-01,2027-01-01
4898,CORE,is_doctor_of,doc_21,pat_944,,2025-01-01,2027-01-01
4899,CORE,owns_phi_record,pat_944,phi_rec_944,,2025-01-01,2027-01-01
4900,CORE,is_phi,phi_rec_944,,,2025-01-01,2027-01-01
4901,CORE,is_doctor_of,doc_7,pat_945,,2025-01-01,2027-01-01
4902,CORE,owns_phi_record,pat_945,phi_rec_945,,2025-01-01,2027-01-01
4903,CORE,is_phi,phi_rec_945,,,2025-01-01,2027-01-01
4904,CORE,is_doctor_of,doc_33,pat_946,,2025-01-01,2027-01-01
4905,CORE,owns_phi_record,pat_946,phi_rec_946,,2025-01-01,2027-01-01
4906,CORE,is_phi,phi_rec_946,,,2025-01-01,2027-01-01
4907,CORE,is_doctor_of,doc_15,pat_947,,2025-01-01,2027-01-01
4908,CORE,owns_phi_record,pat_947,phi_rec_947,,2025-01-01,2027-01-01
4909,CORE,is_phi,phi_rec_947,,,2025-01-01,2027-01-01
4910,CORE,is_doctor_of,doc_48,pat_948,,2025-01-01,2027-01-01
4911,CORE,owns_phi_record,pat_948,phi_rec_948,,2025-01-01,2027-01-01
4912,CORE,is_phi,phi_rec_948,,,2025-01-01,2027-01-01
4913,CORE,is_doctor_of,doc_10,pat_949,,2025-01-01,2027-01-01
4914,CORE,owns_phi_record,pat_949,phi_rec_949,,2025-01-01,2027-01-01
4915,CORE,is_phi,phi_rec_949,,,2025-01-01,2027-01-01
4916,CORE,is_doctor_of,doc_4,pat_950,,2025-01-01,2027-01-01
4917,CORE,owns_phi_record,pat_950,phi_rec_950,,2025-01-01,2027-01-01
4918,CORE,is_phi,phi_rec_950,,,2025-01-01,2027-01-01
4919,CORE,is_doctor_of,doc_26,pat_951,,2025-01-01,2027-01-01
4920,CORE,owns_phi_record,pat_951,phi_rec_951,,2025-01-01,2027-01-01
4921,CORE,is_phi,phi_rec_951,,,2025-01-01,2027-01-01
4922,CORE,is_doctor_of,doc_18,pat_952,,2025-01-01,2027-01-01
4923,CORE,owns_phi_record,pat_952,phi_rec_952,,2025-01-01,2027-01-01
4924,CORE,is_phi,phi_rec_952,,,2025-01-01,2027-01-01
4925,CORE,is_doctor_of,doc_18,pat_953,,2025-01-01,2027-01-01
4926,CORE,owns_phi_record,pat_953,phi_rec_953,,2025-01-01,2027-01-01
4927,CORE,is_phi,phi_rec_953,,,2025-01-01,2027-01-01
4928,CORE,is_doctor_of,doc_33,pat_954,,2025-01-01,2027-01-01
4929,CORE,owns_phi_record,pat_954,phi_rec_954,,2025-01-01,2027-01-01
4930,CORE,is_phi,phi_rec_954,,,2025-01-01,2027-01-01
4931,CORE,is_doctor_of,doc_8,pat_955,,2025-01-01,2027-01-01
4932,CORE,owns_phi_record,pat_955,phi_rec_955,,2025-01-01,2027-01-01
4933,CORE,is_phi,phi_rec_955,,,2025-01-01,2027-01-01
4934,CORE,is_doctor_of,doc_36,pat_956,,2025-01-01,2027-01-01
4935,CORE,owns_phi_record,pat_956,phi_rec_956,,2025-01-01,2027-01-01
4936,CORE,is_phi,phi_rec_956,,,2025-01-01,2027-01-01
4937,CORE,is_doctor_of,doc_33,pat_957,,2025-01-01,2027-01-01
4938,CORE,owns_phi_record,pat_957,phi_rec_957,,2025-01-01,2027-01-01
4939,CORE,is_phi,phi_rec_957,,,2025-01-01,2027-01-01
4940,CORE,is_doctor_of,doc_40,pat_958,,2025-01-01,2027-01-01
4941,CORE,owns_phi_record,pat_958,phi_rec_958,,2025-01-01,2027-01-01
4942,CORE,is_phi,phi_rec_958,,,2025-01-01,2027-01-01
4943,CORE,is_doctor_of,doc_13,pat_959,,2025-01-01,2027-01-01
4944,CORE,owns_phi_record,pat_959,phi_rec_959,,2025-01-01,2027-01-01
4945,CORE,is_phi,phi_rec_959,,,2025-01-01,2027-01-01
4946,CORE,is_doctor_of,doc_34,pat_960,,2025-01-01,2027-01-01
4947,CORE,owns_phi_record,pat_960,phi_rec_960,,2025-01-01,2027-01-01
4948,CORE,is_phi,phi_rec_960,,,2025-01-01,2027-01-01
4949,CORE,is_doctor_of,doc_6,pat_961,,2025-01-01,2027-01-01
4950,CORE,owns_phi_record,pat_961,phi_rec_961,,2025-01-01,2027-01-01
4951,CORE,is_phi,phi_rec_961,,,2025-01-01,2027-01-01
4952,CORE,is_doctor_of,doc_26,pat_962,,2025-01-01,2027-01-01
4953,CORE,owns_phi_record,pat_962,phi_rec_962,,2025-01-01,2027-01-01
4954,CORE,is_phi,phi_rec_962,,,2025-01-01,2027-01-01
4955,CORE,is_doctor_of,doc_40,pat_963,,2025-01-01,2027-01-01
4956,CORE,owns_phi_record,pat_963,phi_rec_963,,2025-01-01,2027-01-01
4957,CORE,is_phi,phi_rec_963,,,2025-01-01,2027-01-01
4958,CORE,is_doctor_of,doc_34,pat_964,,2025-01-01,2027-01-01
4959,CORE,owns_phi_record,pat_964,phi_rec_964,,2025-01-01,2027-01-01
4960,CORE,is_phi,phi_rec_964,,,2025-01-01,2027-01-01
4961,CORE,is_doctor_of,doc_25,pat_965,,2025-01-01,2027-01-01
4962,CORE,owns_phi_record,pat_965,phi_rec_965,,2025-01-01,2027-01-01
4963,CORE,is_phi,phi_rec_965,,,2025-01-01,2027-01-01
4964,CORE,is_doctor_of,doc_47,pat_966,,2025-01-01,2027-01-01
4965,CORE,owns_phi_record,pat_966,phi_rec_966,,2025-01-01,2027-01-01
4966,CORE,is_phi,phi_rec_966,,,2025-01-01,2027-01-01
4967,CORE,is_doctor_of,doc_49,pat_967,,2025-01-01,2027-01-01
4968,CORE,owns_phi_record,pat_967,phi_rec_967,,2025-01-01,2027-01-01
4969,CORE,is_phi,phi_rec_967,,,2025-01-01,2027-01-01
4970,CORE,is_doctor_of,doc_17,pat_968,,2025-01-01,2027-01-01
4971,CORE,owns_phi_record,pat_968,phi_rec_968,,2025-01-01,2027-01-01
4972,CORE,is_phi,phi_rec_968,,,2025-01-01,2027-01-01
4973,CORE,is_doctor_of,doc_18,pat_969,,2025-01-01,2027-01-01
4974,CORE,owns_phi_record,pat_969,phi_rec_969,,2025-01-01,2027-01-01
4975,CORE,is_phi,phi_rec_969,,,2025-01-01,2027-01-01
4976,CORE,is_doctor_of,doc_28,pat_970,,2025-01-01,2027-01-01
4977,CORE,owns_phi_record,pat_970,phi_rec_970,,2025-01-01,2027-01-01
4978,CORE,is_phi,phi_rec_970,,,2025-01-01,2027-01-01
4979,CORE,is_doctor_of,doc_23,pat_971,,2025-01-01,2027-01-01
4980,CORE,owns_phi_record,pat_971,phi_rec_971,,2025-01-01,2027-01-01
4981,CORE,is_phi,phi_rec_971,,,2025-01-01,2027-01-01
4982,CORE,is_doctor_of,doc_36,pat_972,,2025-01-01,2027-01-01
4983,CORE,owns_phi_record,pat_972,phi_rec_972,,2025-01-01,2027-01-01
4984,CORE,is_phi,phi_rec_972,,,2025-01-01,2027-01-01
4985,CORE,is_doctor_of,doc_40,pat_973,,2025-01-01,2027-01-01
4986,CORE,owns_phi_record,pat_973,phi_rec_973,,2025-01-01,2027-01-01
4987,CORE,is_phi,phi_rec_973,,,2025-01-01,2027-01-01
4988,CORE,is_doctor_of,doc_8,pat_974,,2025-01-01,2027-01-01
4989,CORE,owns_phi_record,pat_974,phi_rec_974,,2025-01-01,2027-01-01
4990,CORE,is_phi,phi_rec_974,,,2025-01-01,2027-01-01
4991,CORE,is_doctor_of,doc_10,pat_975,,2025-01-01,2027-01-01
4992,CORE,owns_phi_record,pat_975,phi_rec_975,,2025-01-01,2027-01-01
4993,CORE,is_phi,phi_rec_975,,,2025-01-01,2027-01-01
4994,CORE,is_doctor_of,doc_7,pat_976,,2025-01-01,2027-01-01
4995,CORE,owns_phi_record,pat_976,phi_rec_976,,2025-01-01,2027-01-01
4996,CORE,is_phi,phi_rec_976,,,2025-01-01,2027-01-01
4997,CORE,is_doctor_of,doc_44,pat_977,,2025-01-01,2027-01-01
4998,CORE,owns_phi_record,pat_977,phi_rec_977,,2025-01-01,2027-01-01
4999,CORE,is_phi,phi_rec_977,,,2025-01-01,2027-01-01
5000,CORE,is_doctor_of,doc_7,pat_978,,2025-01-01,2027-01-01
5001,CORE,owns_phi_record,pat_978,phi_rec_978,,2025-01-01,2027-01-01
5002,CORE,is_phi,phi_rec_978,,,2025-01-01,2027-01-01
5003,CORE,is_doctor_of,doc_24,pat_979,,2025-01-01,2027-01-01
5004,CORE,owns_phi_record,pat_979,phi_rec_979,,2025-01-01,2027-01-01
5005,CORE,is_phi,phi_rec_979,,,2025-01-01,2027-01-01
5006,CORE,is_doctor_of,doc_25,pat_980,,2025-01-01,2027-01-01
5007,CORE,owns_phi_record,pat_980,phi_rec_980,,2025-01-01,2027-01-01
5008,CORE,is_phi,phi_rec_980,,,2025-01-01,2027-01-01
5009,CORE,is_doctor_of,doc_37,pat_981,,2025-01-01,2027-01-01
5010,CORE,owns_phi_record,pat_981,phi_rec_981,,2025-01-01,2027-01-01
5011,CORE,is_phi,phi_rec_981,,,2025-01-01,2027-01-01
5012,CORE,is_doctor_of,doc_29,pat_982,,2025-01-01,2027-01-01
5013,CORE,owns_phi_record,pat_982,phi_rec_982,,2025-01-01,2027-01-01
5014,CORE,is_phi,phi_rec_982,,,2025-01-01,2027-01-01
5015,CORE,is_doctor_of,doc_8,pat_983,,2025-01-01,2027-01-01
5016,CORE,owns_phi_record,pat_983,phi_rec_983,,2025-01-01,2027-01-01
5017,CORE,is_phi,phi_rec_983,,,2025-01-01,2027-01-01
5018,CORE,is_doctor_of,doc_35,pat_984,,2025-01-01,2027-01-01
5019,CORE,owns_phi_record,pat_984,phi_rec_984,,2025-01-01,2027-01-01
5020,CORE,is_phi,phi_rec_984,,,2025-01-01,2027-01-01
5021,CORE,is_doctor_of,doc_42,pat_985,,2025-01-01,2027-01-01
5022,CORE,owns_phi_record,pat_985,phi_rec_985,,2025-01-01,2027-01-01
5023,CORE,is_phi,phi_rec_985,,,2025-01-01,2027-01-01
5024,CORE,is_doctor_of,doc_19,pat_986,,2025-01-01,2027-01-01
5025,CORE,owns_phi_record,pat_986,phi_rec_986,,2025-01-01,2027-01-01
5026,CORE,is_phi,phi_rec_986,,,2025-01-01,2027-01-01
5027,CORE,is_doctor_of,doc_22,pat_987,,2025-01-01,2027-01-01
5028,CORE,owns_phi_record,pat_987,phi_rec_987,,2025-01-01,2027-01-01
5029,CORE,is_phi,phi_rec_987,,,2025-01-01,2027-01-01
5030,CORE,is_doctor_of,doc_40,pat_988,,2025-01-01,2027-01-01
5031,CORE,owns_phi_record,pat_988,phi_rec_988,,2025-01-01,2027-01-01
5032,CORE,is_phi,phi_rec_988,,,2025-01-01,2027-01-01
5033,CORE,is_doctor_of,doc_30,pat_989,,2025-01-01,2027-01-01
5034,CORE,owns_phi_record,pat_989,phi_rec_989,,2025-01-01,2027-01-01
5035,CORE,is_phi,phi_rec_989,,,2025-01-01,2027-01-01
5036,CORE,is_doctor_of,doc_47,pat_990,,2025-01-01,2027-01-01
5037,CORE,owns_phi_record,pat_990,phi_rec_990,,2025-01-01,2027-01-01
5038,CORE,is_phi,phi_rec_990,,,2025-01-01,2027-01-01
5039,CORE,is_doctor_of,doc_26,pat_991,,2025-01-01,2027-01-01
5040,CORE,owns_phi_record,pat_991,phi_rec_991,,2025-01-01,2027-01-01
5041,CORE,is_phi,phi_rec_991,,,2025-01-01,2027-01-01
5042,CORE,is_doctor_of,doc_13,pat_992,,2025-01-01,2027-01-01
5043,CORE,owns_phi_record,pat_992,phi_rec_992,,2025-01-01,2027-01-01
5044,CORE,is_phi,phi_rec_992,,,2025-01-01,2027-01-01
5045,CORE,is_doctor_of,doc_30,pat_993,,2025-01-01,2027-01-01
5046,CORE,owns_phi_record,pat_993,phi_rec_993,,2025-01-01,2027-01-01
5047,CORE,is_phi,phi_rec_993,,,2025-01-01,2027-01-01
5048,CORE,is_doctor_of,doc_31,pat_994,,2025-01-01,2027-01-01
5049,CORE,owns_phi_record,pat_994,phi_rec_994,,2025-01-01,2027-01-01
5050,CORE,is_phi,phi_rec_994,,,2025-01-01,2027-01-01
5051,CORE,is_doctor_of,doc_44,pat_995,,2025-01-01,2027-01-01
5052,CORE,owns_phi_record,pat_995,phi_rec_995,,2025-01-01,2027-01-01
5053,CORE,is_phi,phi_rec_995,,,2025-01-01,2027-01-01
5054,CORE,is_doctor_of,doc_32,pat_996,,2025-01-01,2027-01-01
5055,CORE,owns_phi_record,pat_996,phi_rec_996,,2025-01-01,2027-01-01
5056,CORE,is_phi,phi_rec_996,,,2025-01-01,2027-01-01
5057,CORE,is_doctor_of,doc_20,pat_997,,2025-01-01,2027-01-01
5058,CORE,owns_phi_record,pat_997,phi_rec_997,,2025-01-01,2027-01-01
5059,CORE,is_phi,phi_rec_997,,,2025-01-01,2027-01-01
5060,CORE,is_doctor_of,doc_31,pat_998,,2025-01-01,2027-01-01
5061,CORE,owns_phi_record,pat_998,phi_rec_998,,2025-01-01,2027-01-01
5062,CORE,is_phi,phi_rec_998,,,2025-01-01,2027-01-01
5063,CORE,is_doctor_of,doc_41,pat_999,,2025-01-01,2027-01-01
5064,CORE,owns_phi_record,pat_999,phi_rec_999,,2025-01-01,2027-01-01
5065,CORE,is_phi,phi_rec_999,,,2025-01-01,2027-01-01
5066,CORE,is_doctor_of,doc_3,pat_1000,,2025-01-01,2027-01-01
5067,CORE,owns_phi_record,pat_1000,phi_rec_1000,,2025-01-01,2027-01-01
5068,CORE,is_phi,phi_rec_1000,,,2025-01-01,2027-01-01
5069,CORE,is_doctor_of,doc_28,pat_1001,,2025-01-01,2027-01-01
5070,CORE,owns_phi_record,pat_1001,phi_rec_1001,,2025-01-01,2027-01-01
5071,CORE,is_phi,phi_rec_1001,,,2025-01-01,2027-01-01
5072,CORE,is_doctor_of,doc_19,pat_1002,,2025-01-01,2027-01-01
5073,CORE,owns_phi_record,pat_1002,phi_rec_1002,,2025-01-01,2027-01-01
5074,CORE,is_phi,phi_rec_1002,,,2025-01-01,2027-01-01
5075,CORE,is_doctor_of,doc_9,pat_1003,,2025-01-01,2027-01-01
5076,CORE,owns_phi_record,pat_1003,phi_rec_1003,,2025-01-01,2027-01-01
5077,CORE,is_phi,phi_rec_1003,,,2025-01-01,2027-01-01
5078,CORE,is_doctor_of,doc_47,pat_1004,,2025-01-01,2027-01-01
5079,CORE,owns_phi_record,pat_1004,phi_rec_1004,,2025-01-01,2027-01-01
5080,CORE,is_phi,phi_rec_1004,,,2025-01-01,2027-01-01
5081,CORE,is_doctor_of,doc_31,pat_1005,,2025-01-01,2027-01-01
5082,CORE,owns_phi_record,pat_1005,phi_rec_1005,,2025-01-01,2027-01-01
5083,CORE,is_phi,phi_rec_1005,,,2025-01-01,2027-01-01
5084,CORE,is_doctor_of,doc_3,pat_1006,,2025-01-01,2027-01-01
5085,CORE,owns_phi_record,pat_1006,phi_rec_1006,,2025-01-01,2027-01-01
5086,CORE,is_phi,phi_rec_1006,,,2025-01-01,2027-01-01
5087,CORE,is_doctor_of,doc_39,pat_1007,,2025-01-01,2027-01-01
5088,CORE,owns_phi_record,pat_1007,phi_rec_1007,,2025-01-01,2027-01-01
5089,CORE,is_phi,phi_rec_1007,,,2025-01-01,2027-01-01
5090,CORE,is_doctor_of,doc_13,pat_1008,,2025-01-01,2027-01-01
5091,CORE,owns_phi_record,pat_1008,phi_rec_1008,,2025-01-01,2027-01-01
5092,CORE,is_phi,phi_rec_1008,,,2025-01-01,2027-01-01
5093,CORE,is_doctor_of,doc_1,pat_1009,,2025-01-01,2027-01-01
5094,CORE,owns_phi_record,pat_1009,phi_rec_1009,,2025-01-01,2027-01-01
5095,CORE,is_phi,phi_rec_1009,,,2025-01-01,2027-01-01
5096,CORE,is_doctor_of,doc_22,pat_1010,,2025-01-01,2027-01-01
5097,CORE,owns_phi_record,pat_1010,phi_rec_1010,,2025-01-01,2027-01-01
5098,CORE,is_phi,phi_rec_1010,,,2025-01-01,2027-01-01
5099,CORE,is_doctor_of,doc_30,pat_1011,,2025-01-01,2027-01-01
5100,CORE,owns_phi_record,pat_1011,phi_rec_1011,,2025-01-01,2027-01-01
5101,CORE,is_phi,phi_rec_1011,,,2025-01-01,2027-01-01
5102,CORE,is_doctor_of,doc_25,pat_1012,,2025-01-01,2027-01-01
5103,CORE,owns_phi_record,pat_1012,phi_rec_1012,,2025-01-01,2027-01-01
5104,CORE,is_phi,phi_rec_1012,,,2025-01-01,2027-01-01
5105,CORE,is_doctor_of,doc_0,pat_1013,,2025-01-01,2027-01-01
5106,CORE,owns_phi_record,pat_1013,phi_rec_1013,,2025-01-01,2027-01-01
5107,CORE,is_phi,phi_rec_1013,,,2025-01-01,2027-01-01
5108,CORE,is_doctor_of,doc_33,pat_1014,,2025-01-01,2027-01-01
5109,CORE,owns_phi_record,pat_1014,phi_rec_1014,,2025-01-01,2027-01-01
5110,CORE,is_phi,phi_rec_1014,,,2025-01-01,2027-01-01
5111,CORE,is_doctor_of,doc_4,pat_1015,,2025-01-01,2027-01-01
5112,CORE,owns_phi_record,pat_1015,phi_rec_1015,,2025-01-01,2027-01-01
5113,CORE,is_phi,phi_rec_1015,,,2025-01-01,2027-01-01
5114,CORE,is_doctor_of,doc_43,pat_1016,,2025-01-01,2027-01-01
5115,CORE,owns_phi_record,pat_1016,phi_rec_1016,,2025-01-01,2027-01-01
5116,CORE,is_phi,phi_rec_1016,,,2025-01-01,2027-01-01
5117,CORE,is_doctor_of,doc_5,pat_1017,,2025-01-01,2027-01-01
5118,CORE,owns_phi_record,pat_1017,phi_rec_1017,,2025-01-01,2027-01-01
5119,CORE,is_phi,phi_rec_1017,,,2025-01-01,2027-01-01
5120,CORE,is_doctor_of,doc_43,pat_1018,,2025-01-01,2027-01-01
5121,CORE,owns_phi_record,pat_1018,phi_rec_1018,,2025-01-01,2027-01-01
5122,CORE,is_phi,phi_rec_1018,,,2025-01-01,2027-01-01
5123,CORE,is_doctor_of,doc_47,pat_1019,,2025-01-01,2027-01-01
5124,CORE,owns_phi_record,pat_1019,phi_rec_1019,,2025-01-01,2027-01-01
5125,CORE,is_phi,phi_rec_1019,,,2025-01-01,2027-01-01
5126,CORE,is_doctor_of,doc_42,pat_1020,,2025-01-01,2027-01-01
5127,CORE,owns_phi_record,pat_1020,phi_rec_1020,,2025-01-01,2027-01-01
5128,CORE,is_phi,phi_rec_1020,,,2025-01-01,2027-01-01
5129,CORE,is_doctor_of,doc_25,pat_1021,,2025-01-01,2027-01-01
5130,CORE,owns_phi_record,pat_1021,phi_rec_1021,,2025-01-01,2027-01-01
5131,CORE,is_phi,phi_rec_1021,,,2025-01-01,2027-01-01
5132,CORE,is_doctor_of,doc_0,pat_1022,,2025-01-01,2027-01-01
5133,CORE,owns_phi_record,pat_1022,phi_rec_1022,,2025-01-01,2027-01-01
5134,CORE,is_phi,phi_rec_1022,,,2025-01-01,2027-01-01
5135,CORE,is_doctor_of,doc_23,pat_1023,,2025-01-01,2027-01-01
5136,CORE,owns_phi_record,pat_1023,phi_rec_1023,,2025-01-01,2027-01-01
5137,CORE,is_phi,phi_rec_1023,,,2025-01-01,2027-01-01
5138,CORE,is_doctor_of,doc_2,pat_1024,,2025-01-01,2027-01-01
5139,CORE,owns_phi_record,pat_1024,phi_rec_1024,,2025-01-01,2027-01-01
5140,CORE,is_phi,phi_rec_1024,,,2025-01-01,2027-01-01
5141,CORE,is_doctor_of,doc_7,pat_1025,,2025-01-01,2027-01-01
5142,CORE,owns_phi_record,pat_1025,phi_rec_1025,,2025-01-01,2027-01-01
5143,CORE,is_phi,phi_rec_1025,,,2025-01-01,2027-01-01
5144,CORE,is_doctor_of,doc_39,pat_1026,,2025-01-01,2027-01-01
5145,CORE,owns_phi_record,pat_1026,phi_rec_1026,,2025-01-01,2027-01-01
5146,CORE,is_phi,phi_rec_1026,,,2025-01-01,2027-01-01
5147,CORE,is_doctor_of,doc_0,pat_1027,,2025-01-01,2027-01-01
5148,CORE,owns_phi_record,pat_1027,phi_rec_1027,,2025-01-01,2027-01-01
5149,CORE,is_phi,phi_rec_1027,,,2025-01-01,2027-01-01
5150,CORE,is_doctor_of,doc_17,pat_1028,,2025-01-01,2027-01-01
5151,CORE,owns_phi_record,pat_1028,phi_rec_1028,,2025-01-01,2027-01-01
5152,CORE,is_phi,phi_rec_1028,,,2025-01-01,2027-01-01
5153,CORE,is_doctor_of,doc_40,pat_1029,,2025-01-01,2027-01-01
5154,CORE,owns_phi_record,pat_1029,phi_rec_1029,,2025-01-01,2027-01-01
5155,CORE,is_phi,phi_rec_1029,,,2025-01-01,2027-01-01
5156,CORE,is_doctor_of,doc_44,pat_1030,,2025-01-01,2027-01-01
5157,CORE,owns_phi_record,pat_1030,phi_rec_1030,,2025-01-01,2027-01-01
5158,CORE,is_phi,phi_rec_1030,,,2025-01-01,2027-01-01
5159,CORE,is_doctor_of,doc_18,pat_1031,,2025-01-01,2027-01-01
5160,CORE,owns_phi_record,pat_1031,phi_rec_1031,,2025-01-01,2027-01-01
5161,CORE,is_phi,phi_rec_1031,,,2025-01-01,2027-01-01
5162,CORE,is_doctor_of,doc_46,pat_1032,,2025-01-01,2027-01-01
5163,CORE,owns_phi_record,pat_1032,phi_rec_1032,,2025-01-01,2027-01-01
5164,CORE,is_phi,phi_rec_1032,,,2025-01-01,2027-01-01
5165,CORE,is_doctor_of,doc_14,pat_1033,,2025-01-01,2027-01-01
5166,CORE,owns_phi_record,pat_1033,phi_rec_1033,,2025-01-01,2027-01-01
5167,CORE,is_phi,phi_rec_1033,,,2025-01-01,2027-01-01
5168,CORE,is_doctor_of,doc_9,pat_1034,,2025-01-01,2027-01-01
5169,CORE,owns_phi_record,pat_1034,phi_rec_1034,,2025-01-01,2027-01-01
5170,CORE,is_phi,phi_rec_1034,,,2025-01-01,2027-01-01
5171,CORE,is_doctor_of,doc_48,pat_1035,,2025-01-01,2027-01-01
5172,CORE,owns_phi_record,pat_1035,phi_rec_1035,,2025-01-01,2027-01-01
