log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_16223,bclerk_1,read_phi,phi_rec_1604,0,0,1,billing,2025-02-17T00:42:46,benign
log_16224,doc_2,read_phi,phi_rec_700,0,0,0,billing,2025-02-13T15:40:21,benign
log_16225,doc_15,read_phi,phi_rec_1525,0,0,0,marketing,2025-08-17T19:33:53,benign
log_16226,doc_37,read_phi,phi_rec_124,0,0,0,billing,2025-04-20T15:50:20,benign
log_16227,doc_8,read_phi,phi_rec_327,1,0,0,diagnosis,2025-03-16T07:08:07,benign
log_16228,doc_27,read_phi,phi_rec_1050,0,0,0,marketing,2025-07-03T12:24:21,benign
log_16229,doc_47,read_phi,phi_rec_1879,1,0,0,diagnosis,2025-05-20T08:57:46,benign
log_16230,doc_12,read_phi,phi_rec_1785,1,1,0,research,2025-04-08T07:53:18,benign
log_16231,doc_2,read_phi,phi_rec_1712,0,1,0,research,2025-04-04T20:02:02,violation_hipaa_auth
log_16232,doc_26,read_phi,phi_rec_640,1,0,0,diagnosis,2025-07-25T17:13:39,benign
log_16233,doc_40,read_phi,phi_rec_1818,0,0,0,billing,2025-07-09T20:27:02,benign
log_16234,bclerk_11,read_phi,phi_rec_1096,0,0,1,billing,2025-08-18T09:52:31,benign
log_16235,doc_12,read_phi,phi_rec_536,1,0,0,research,2025-02-19T10:46:26,benign
log_16236,doc_47,read_phi,phi_rec_1566,0,0,0,billing,2025-01-17T10:25:17,benign
log_16237,doc_4,read_phi,phi_rec_940,1,1,0,diagnosis,2025-07-19T04:36:48,benign
log_16238,bclerk_14,read_phi,phi_rec_634,0,0,1,billing,2025-07-05T23:48:22,benign
log_16239,doc_33,read_phi,phi_rec_688,0,0,0,billing,2025-08-11T16:34:29,benign
log_16240,bclerk_8,read_phi,phi_rec_755,0,0,1,billing,2025-08-21T01:27:26,benign
log_16241,doc_45,read_phi,phi_rec_22,0,0,0,marketing,2025-03-13T09:33:10,benign
log_16242,doc_39,read_phi,phi_rec_136,0,0,0,marketing,2025-08-17T16:05:00,benign
log_16243,doc_42,read_phi,phi_rec_130,0,0,0,billing,2025-08-13T13:26:23,benign
log_16244,doc_30,read_phi,phi_rec_104,0,0,0,diagnosis,2025-04-24T13:15:07,benign
log_16245,doc_36,read_phi,phi_rec_1415,1,0,0,diagnosis,2025-08-21T16:18:17,benign
log_16246,doc_15,read_phi,phi_rec_1926,1,1,0,diagnosis,2025-07-07T06:32:26,benign
log_16247,doc_16,read_phi,phi_rec_103,0,0,0,billing,2025-06-21T22:23:52,benign
log_16248,doc_17,read_phi,phi_rec_1252,1,1,0,research,2025-02-11T04:25:46,benign
log_16249,doc_9,read_phi,phi_rec_864,0,0,0,marketing,2025-08-13T14:50:53,benign
log_16250,bclerk_12,read_phi,phi_rec_1400,1,0,0,billing,2025-05-19T06:53:43,violation_hipaa_min_necessary
log_16251,doc_15,read_phi,phi_rec_873,1,1,0,diagnosis,2025-05-03T12:07:21,benign
log_16252,doc_8,read_phi,phi_rec_1294,0,1,0,diagnosis,2025-05-02T05:31:32,benign
log_16253,bclerk_0,read_phi,phi_rec_109,0,0,1,billing,2025-08-20T00:45:59,benign
log_16254,doc_45,read_phi,phi_rec_182,1,1,0,diagnosis,2025-03-31T02:41:05,benign
log_16255,bclerk_9,read_phi,phi_rec_895,0,0,1,billing,2025-04-22T06:35:54,benign
log_16256,doc_47,read_phi,phi_rec_1436,0,0,0,billing,2025-06-08T08:04:53,benign
log_16257,doc_40,read_phi,phi_rec_458,0,0,0,marketing,2025-04-12T05:32:07,benign
log_16258,doc_42,read_phi,phi_rec_1329,1,0,0,research,2025-07-14T23:46:10,benign
log_16259,doc_44,read_phi,phi_rec_995,1,1,0,research,2025-08-14T16:27:58,benign
log_16260,doc_6,read_phi,phi_rec_26,0,1,0,diagnosis,2025-01-14T00:25:57,benign
log_16261,bclerk_10,read_phi,phi_rec_1788,0,0,1,billing,2025-02-08T07:26:13,benign
log_16262,bclerk_0,read_phi,phi_rec_1016,0,0,1,billing,2025-02-16T09:03:24,benign
log_16263,bclerk_7,read_phi,phi_rec_329,0,0,1,billing,2025-01-02T11:50:47,benign
log_16264,doc_40,read_phi,phi_rec_1927,0,1,0,research,2025-02-26T20:06:47,violation_gdpr_art18
log_16265,doc_22,read_phi,phi_rec_753,1,1,0,research,2025-06-08T01:40:07,benign
log_16266,bclerk_13,read_phi,phi_rec_1234,0,0,1,billing,2025-06-17T21:56:32,benign
log_16267,doc_33,read_phi,phi_rec_118,0,0,0,marketing,2025-05-02T22:24:28,benign
log_16268,doc_47,read_phi,phi_rec_604,1,0,0,diagnosis,2025-01-02T00:06:08,benign
log_16269,doc_42,read_phi,phi_rec_1577,0,0,0,marketing,2025-02-22T12:22:15,benign
log_16270,doc_17,read_phi,phi_rec_349,0,0,0,billing,2025-04-08T06:45:12,benign
log_16271,doc_32,read_phi,phi_rec_808,1,0,0,diagnosis,2025-01-30T01:05:10,benign
log_16272,doc_25,read_phi,phi_rec_1497,0,0,0,billing,2025-08-02T12:59:14,benign
log_16273,doc_9,read_phi,phi_rec_415,1,1,0,research,2025-05-21T14:29:14,benign
log_16274,bclerk_8,read_phi,phi_rec_360,0,0,1,billing,2025-03-26T06:11:46,benign
log_16275,doc_22,read_phi,phi_rec_133,0,0,0,billing,2025-03-22T17:21:19,benign
log_16276,bclerk_6,read_phi,phi_rec_1253,0,0,1,billing,2025-05-25T06:09:45,benign
log_16277,doc_41,read_phi,phi_rec_276,1,1,0,diagnosis,2025-04-24T12:08:51,benign
log_16278,bclerk_4,read_phi,phi_rec_627,0,0,1,billing,2025-02-07T21:55:03,benign
log_16279,doc_2,read_phi,phi_rec_1775,1,1,0,diagnosis,2025-08-27T06:53:40,benign
log_16280,bclerk_10,read_phi,phi_rec_1338,1,0,0,billing,2025-08-20T03:02:52,violation_hipaa_min_necessary
log_16281,bclerk_3,read_phi,phi_rec_1717,0,0,1,billing,2025-04-09T11:22:16,benign
log_16282,doc_47,read_phi,phi_rec_1265,0,0,0,billing,2025-02-20T22:35:40,benign
log_16283,doc_47,read_phi,phi_rec_251,0,0,0,marketing,2025-01-14T01:02:56,benign
log_16284,bclerk_8,read_phi,phi_rec_413,0,0,1,billing,2025-07-12T13:14:31,benign
log_16285,doc_11,read_phi,phi_rec_1778,1,1,0,research,2025-01-10T08:11:19,benign
log_16286,doc_5,read_phi,phi_rec_1883,0,0,0,marketing,2025-05-09T22:28:25,benign
log_16287,doc_8,read_phi,phi_rec_1735,0,0,0,billing,2025-02-26T20:20:42,benign
log_16288,doc_30,read_phi,phi_rec_1011,1,0,0,diagnosis,2025-01-11T15:25:55,benign
log_16289,doc_25,read_phi,phi_rec_434,0,0,0,marketing,2025-01-19T02:00:08,benign
log_16290,doc_9,read_phi,phi_rec_1051,1,1,0,diagnosis,2025-01-11T04:22:03,benign
log_16291,doc_26,read_phi,phi_rec_2,0,0,0,billing,2025-04-06T11:06:59,benign
log_16292,doc_44,read_phi,phi_rec_281,0,0,0,billing,2025-03-02T10:58:28,benign
log_16293,doc_29,read_phi,phi_rec_514,1,0,0,diagnosis,2025-05-25T06:19:22,benign
log_16294,doc_12,read_phi,phi_rec_663,0,0,0,marketing,2025-08-19T22:38:40,benign
log_16295,doc_8,read_phi,phi_rec_1338,1,1,0,research,2025-07-06T22:30:21,benign
log_16296,doc_48,read_phi,phi_rec_1035,0,0,0,marketing,2025-04-03T13:02:42,benign
log_16297,doc_48,read_phi,phi_rec_1270,0,1,0,billing,2025-01-03T23:12:47,violation_hipaa_auth
log_16298,bclerk_4,read_phi,phi_rec_1444,0,0,1,billing,2025-07-07T00:01:24,benign
log_16299,bclerk_6,read_phi,phi_rec_1840,0,0,1,billing,2025-04-24T19:46:56,benign
log_16300,bclerk_8,read_phi,phi_rec_141,0,0,1,billing,2025-06-12T03:35:09,benign
log_16301,bclerk_5,read_phi,phi_rec_655,0,0,1,billing,2025-03-11T12:51:52,benign
log_16302,bclerk_10,read_phi,phi_rec_275,0,1,0,billing,2025-04-17T22:28:13,violation_hipaa_min_necessary
log_16303,doc_49,read_phi,phi_rec_1095,1,1,0,research,2025-06-13T23:23:11,benign
log_16304,doc_34,read_phi,phi_rec_1980,0,0,0,marketing,2025-04-21T23:55:53,benign
log_16305,doc_41,read_phi,phi_rec_198,1,1,0,diagnosis,2025-03-26T16:09:10,benign
log_16306,doc_32,read_phi,phi_rec_1609,1,1,0,diagnosis,2025-01-01T22:37:01,benign
log_16307,doc_15,read_phi,phi_rec_259,1,1,0,diagnosis,2025-02-06T00:53:47,benign
log_16308,doc_19,read_phi,phi_rec_272,1,0,0,research,2025-08-18T06:46:49,benign
log_16309,doc_0,read_phi,phi_rec_1243,1,1,0,diagnosis,2025-04-21T09:19:17,benign
log_16310,doc_48,read_phi,phi_rec_1413,0,0,0,billing,2025-02-24T19:55:45,benign
log_16311,bclerk_0,read_phi,phi_rec_1126,0,0,1,billing,2025-06-10T08:14:16,benign
log_16312,doc_4,read_phi,phi_rec_747,0,1,0,research,2025-08-11T01:01:34,benign
log_16313,bclerk_11,read_phi,phi_rec_133,1,0,0,billing,2025-01-19T09:23:48,violation_hipaa_min_necessary
log_16314,doc_10,read_phi,phi_rec_1579,0,1,0,research,2025-06-20T12:52:24,benign
log_16315,doc_9,read_phi,phi_rec_24,0,0,0,marketing,2025-06-02T20:35:31,benign
log_16316,bclerk_1,read_phi,phi_rec_1918,0,0,1,billing,2025-02-27T12:01:29,benign
log_16317,doc_1,read_phi,phi_rec_1822,1,1,0,diagnosis,2025-08-08T12:00:50,benign
log_16318,doc_23,read_phi,phi_rec_1023,0,1,0,diagnosis,2025-08-01T13:19:54,benign
log_16319,doc_0,read_phi,phi_rec_755,0,0,0,billing,2025-08-14T20:34:13,benign
log_16320,bclerk_2,read_phi,phi_rec_833,0,0,1,billing,2025-06-06T02:40:13,benign
log_16321,doc_13,read_phi,phi_rec_1979,1,1,0,diagnosis,2025-03-15T12:06:00,benign
log_16322,doc_21,read_phi,phi_rec_675,0,0,0,billing,2025-04-19T03:24:52,benign
log_16323,doc_48,read_phi,phi_rec_1665,0,0,0,billing,2025-07-30T21:59:06,benign
log_16324,bclerk_5,read_phi,phi_rec_1349,0,0,1,billing,2025-08-28T04:12:10,benign
log_16325,bclerk_12,read_phi,phi_rec_1502,0,0,1,billing,2025-02-23T14:39:32,benign
log_16326,doc_17,read_phi,phi_rec_1116,0,0,0,billing,2025-03-02T22:10:26,benign
log_16327,doc_2,read_phi,phi_rec_1492,0,0,0,diagnosis,2025-01-26T01:12:44,benign
log_16328,bclerk_5,read_phi,phi_rec_1325,0,0,1,billing,2025-04-06T04:20:33,benign
log_16329,doc_8,read_phi,phi_rec_974,1,1,0,diagnosis,2025-06-06T15:29:06,benign
log_16330,doc_30,read_phi,phi_rec_41,0,0,0,billing,2025-02-08T06:49:20,benign
log_16331,doc_1,read_phi,phi_rec_1672,0,0,0,billing,2025-03-03T23:03:30,benign
log_16332,doc_8,read_phi,phi_rec_1338,1,1,0,diagnosis,2025-01-23T19:50:21,benign
log_16333,doc_39,read_phi,phi_rec_19,0,0,0,billing,2025-04-05T14:45:55,benign
log_16334,doc_15,read_phi,phi_rec_143,0,0,0,marketing,2025-07-15T17:09:30,benign
log_16335,bclerk_8,read_phi,phi_rec_546,0,0,1,billing,2025-07-26T03:24:03,benign
log_16336,doc_9,read_phi,phi_rec_1963,1,1,0,diagnosis,2025-02-20T08:18:55,benign
log_16337,doc_29,read_phi,phi_rec_1135,1,0,0,diagnosis,2025-04-04T17:38:49,benign
log_16338,doc_20,read_phi,phi_rec_1271,0,0,0,billing,2025-02-15T05:22:18,benign
log_16339,bclerk_13,read_phi,phi_rec_1064,0,0,1,billing,2025-02-21T17:12:36,benign
log_16340,doc_40,read_phi,phi_rec_1927,0,0,0,billing,2025-03-16T20:14:11,benign
log_16341,bclerk_13,read_phi,phi_rec_7,0,0,1,billing,2025-08-29T21:31:30,benign
log_16342,bclerk_10,read_phi,phi_rec_1614,0,0,1,billing,2025-08-25T06:35:01,benign
log_16343,doc_5,read_phi,phi_rec_462,0,0,0,marketing,2025-03-07T14:41:29,benign
log_16344,doc_4,read_phi,phi_rec_1197,0,0,0,billing,2025-04-16T13:47:19,benign
log_16345,doc_38,read_phi,phi_rec_312,0,1,0,diagnosis,2025-04-10T09:54:07,benign
log_16346,doc_48,read_phi,phi_rec_1,1,1,0,research,2025-03-18T06:30:53,benign
log_16347,doc_5,read_phi,phi_rec_1078,1,1,0,research,2025-05-29T06:13:01,benign
log_16348,doc_42,read_phi,phi_rec_1388,0,0,0,marketing,2025-06-06T02:04:33,benign
log_16349,doc_38,read_phi,phi_rec_1810,1,1,0,research,2025-01-30T00:24:01,benign
log_16350,doc_9,read_phi,phi_rec_631,1,1,0,diagnosis,2025-07-17T13:41:35,benign
log_16351,bclerk_8,read_phi,phi_rec_1022,0,0,1,billing,2025-04-13T23:45:01,benign
log_16352,doc_40,read_phi,phi_rec_534,1,1,0,diagnosis,2025-05-01T07:53:12,benign
log_16353,doc_34,read_phi,phi_rec_1245,0,1,0,research,2025-07-31T01:22:32,benign
log_16354,doc_25,read_phi,phi_rec_116,0,0,0,marketing,2025-05-27T09:58:00,benign
log_16355,bclerk_7,read_phi,phi_rec_846,0,0,1,billing,2025-02-06T08:25:40,benign
log_16356,doc_22,read_phi,phi_rec_1096,0,0,0,billing,2025-02-09T03:59:54,benign
log_16357,bclerk_11,read_phi,phi_rec_650,0,0,1,billing,2025-04-20T09:05:15,benign
log_16358,doc_11,read_phi,phi_rec_777,1,1,0,diagnosis,2025-04-28T21:24:00,benign
log_16359,doc_4,read_phi,phi_rec_463,0,0,0,billing,2025-08-11T00:25:02,benign
log_16360,doc_44,read_phi,phi_rec_659,1,1,0,diagnosis,2025-06-30T05:22:49,benign
log_16361,doc_22,read_phi,phi_rec_1842,0,0,0,billing,2025-04-07T23:06:01,benign
log_16362,doc_47,read_phi,phi_rec_901,0,1,0,diagnosis,2025-02-09T12:50:59,violation_hipaa_auth
log_16363,doc_47,read_phi,phi_rec_1749,1,1,0,research,2025-07-09T13:44:25,benign
log_16364,doc_32,read_phi,phi_rec_1652,1,1,0,research,2025-01-14T08:29:53,benign
log_16365,doc_12,read_phi,phi_rec_465,0,1,0,research,2025-04-17T18:30:02,benign
log_16366,bclerk_2,read_phi,phi_rec_936,0,0,1,billing,2025-03-14T04:25:35,benign
log_16367,doc_2,read_phi,phi_rec_1492,0,0,0,marketing,2025-02-13T08:11:45,benign
log_16368,doc_2,read_phi,phi_rec_412,1,1,0,diagnosis,2025-06-27T05:16:08,benign
log_16369,doc_36,read_phi,phi_rec_171,0,0,0,billing,2025-01-20T00:41:48,benign
log_16370,doc_49,read_phi,phi_rec_409,1,1,0,diagnosis,2025-01-18T18:30:43,benign
log_16371,doc_35,read_phi,phi_rec_861,0,0,0,billing,2025-03-10T05:14:59,benign
log_16372,doc_5,read_phi,phi_rec_938,1,0,0,diagnosis,2025-02-05T23:02:36,benign
log_16373,doc_38,read_phi,phi_rec_586,0,0,0,marketing,2025-05-22T10:11:21,benign
log_16374,doc_1,read_phi,phi_rec_1672,1,1,0,diagnosis,2025-03-23T15:07:17,benign
log_16375,bclerk_3,read_phi,phi_rec_1373,0,0,1,billing,2025-06-09T18:13:45,benign
log_16376,doc_48,read_phi,phi_rec_260,1,1,0,diagnosis,2025-01-12T20:04:06,benign
log_16377,bclerk_4,read_phi,phi_rec_1945,0,0,1,billing,2025-04-13T14:11:58,benign
log_16378,doc_0,read_phi,phi_rec_921,1,0,0,diagnosis,2025-07-14T14:02:22,benign
log_16379,bclerk_12,read_phi,phi_rec_188,0,0,1,billing,2025-03-27T03:16:52,benign
log_16380,doc_40,read_phi,phi_rec_840,1,1,0,diagnosis,2025-08-13T07:26:44,benign
log_16381,doc_34,read_phi,phi_rec_162,0,0,0,diagnosis,2025-01-29T06:59:01,benign
log_16382,doc_40,read_phi,phi_rec_1818,0,0,0,billing,2025-01-06T02:46:05,benign
log_16383,doc_32,read_phi,phi_rec_1582,1,1,0,diagnosis,2025-05-23T20:51:05,benign
log_16384,doc_48,read_phi,phi_rec_912,0,1,0,diagnosis,2025-01-01T07:27:03,benign
log_16385,bclerk_0,read_phi,phi_rec_1797,0,0,1,marketing,2025-06-20T21:13:54,violation_gdpr_art18
log_16386,doc_8,read_phi,phi_rec_805,1,1,0,diagnosis,2025-06-23T20:31:39,benign
log_16387,doc_41,read_phi,phi_rec_1874,0,0,0,billing,2025-01-22T07:23:35,benign
log_16388,doc_33,read_phi,phi_rec_309,1,1,0,diagnosis,2025-02-16T21:31:14,benign
log_16389,doc_30,read_phi,phi_rec_1896,1,1,0,diagnosis,2025-05-17T11:18:38,benign
log_16390,doc_18,read_phi,phi_rec_1031,0,0,0,marketing,2025-06-28T23:21:20,benign
log_16391,doc_40,read_phi,phi_rec_1630,0,0,0,billing,2025-01-08T10:44:04,benign
log_16392,doc_47,read_phi,phi_rec_1879,1,1,0,research,2025-06-30T22:16:11,benign
log_16393,bclerk_8,read_phi,phi_rec_1775,0,0,1,billing,2025-06-26T13:34:22,benign
log_16394,bclerk_0,read_phi,phi_rec_363,0,0,1,marketing,2025-07-27T18:54:54,violation_gdpr_art18
log_16395,bclerk_3,read_phi,phi_rec_1038,0,0,1,billing,2025-08-17T23:44:09,benign
log_16396,doc_45,read_phi,phi_rec_903,1,1,0,diagnosis,2025-03-26T08:29:36,benign
log_16397,doc_1,read_phi,phi_rec_1869,1,1,0,diagnosis,2025-07-14T11:28:11,benign
log_16398,doc_36,read_phi,phi_rec_1036,0,0,0,marketing,2025-08-18T02:17:21,benign
log_16399,doc_37,read_phi,phi_rec_1777,1,0,0,diagnosis,2025-06-29T03:52:14,benign
log_16400,doc_0,read_phi,phi_rec_314,1,1,0,diagnosis,2025-03-02T10:15:39,benign
log_16401,doc_5,read_phi,phi_rec_407,1,1,0,diagnosis,2025-03-21T14:56:49,benign
log_16402,doc_8,read_phi,phi_rec_1279,0,0,0,billing,2025-01-09T04:19:19,benign
log_16403,doc_40,read_phi,phi_rec_534,0,0,0,marketing,2025-05-19T05:15:04,benign
log_16404,doc_20,read_phi,phi_rec_72,0,0,0,marketing,2025-03-08T22:26:18,benign
log_16405,doc_45,read_phi,phi_rec_1949,0,0,0,billing,2025-07-28T11:42:23,benign
log_16406,doc_42,read_phi,phi_rec_1020,0,0,0,marketing,2025-04-13T16:32:16,benign
log_16407,doc_44,read_phi,phi_rec_350,0,0,0,marketing,2025-07-10T02:42:49,benign
log_16408,doc_28,read_phi,phi_rec_287,1,1,0,research,2025-08-06T03:10:06,benign
log_16409,doc_31,read_phi,phi_rec_1461,0,0,0,billing,2025-06-03T17:30:59,benign
log_16410,doc_36,read_phi,phi_rec_1539,0,0,0,marketing,2025-01-25T17:07:27,benign
log_16411,doc_22,read_phi,phi_rec_1256,0,1,0,research,2025-06-28T03:55:12,benign
log_16412,bclerk_9,read_phi,phi_rec_1685,0,0,1,billing,2025-02-14T03:07:20,benign
log_16413,doc_48,read_phi,phi_rec_1,0,0,0,marketing,2025-05-20T23:47:08,benign
log_16414,doc_39,read_phi,phi_rec_1007,0,0,0,marketing,2025-03-15T21:21:51,benign
log_16415,bclerk_11,read_phi,phi_rec_999,0,0,1,billing,2025-05-18T10:49:53,benign
log_16416,bclerk_2,read_phi,phi_rec_509,0,0,1,billing,2025-06-22T11:15:13,benign
log_16417,doc_12,read_phi,phi_rec_1568,0,0,0,billing,2025-03-24T14:26:11,benign
log_16418,doc_43,read_phi,phi_rec_738,0,0,0,billing,2025-07-23T04:49:46,benign
log_16419,doc_10,read_phi,phi_rec_1627,0,0,0,marketing,2025-06-03T12:37:58,benign
log_16420,doc_14,read_phi,phi_rec_285,0,0,0,billing,2025-06-10T22:23:10,benign
log_16421,doc_41,read_phi,phi_rec_573,0,1,0,diagnosis,2025-08-18T07:32:29,benign
log_16422,doc_43,read_phi,phi_rec_29,0,0,0,marketing,2025-05-22T19:39:28,benign
log_16423,doc_28,read_phi,phi_rec_866,0,0,0,marketing,2025-07-17T20:23:38,benign
log_16424,doc_24,read_phi,phi_rec_577,0,0,0,billing,2025-07-14T23:50:21,benign
log_16425,doc_35,read_phi,phi_rec_473,1,1,0,research,2025-05-22T04:12:02,benign
log_16426,doc_9,read_phi,phi_rec_1394,1,1,0,diagnosis,2025-08-26T18:00:55,benign
log_16427,bclerk_12,read_phi,phi_rec_1425,0,0,1,billing,2025-03-29T20:53:49,benign
log_16428,doc_27,read_phi,phi_rec_1571,1,1,0,diagnosis,2025-08-05T15:48:46,benign
log_16429,doc_9,read_phi,phi_rec_831,0,0,0,marketing,2025-07-11T19:24:44,benign
log_16430,doc_21,read_phi,phi_rec_1893,1,1,0,diagnosis,2025-05-08T19:12:11,benign
log_16431,doc_41,read_phi,phi_rec_1383,0,0,0,billing,2025-01-08T23:38:13,benign
log_16432,doc_5,read_phi,phi_rec_726,0,0,0,billing,2025-08-07T08:55:19,benign
log_16433,bclerk_14,read_phi,phi_rec_1519,0,0,1,billing,2025-03-31T09:44:20,benign
log_16434,doc_24,read_phi,phi_rec_1308,0,0,0,billing,2025-08-11T22:29:34,benign
log_16435,doc_25,read_phi,phi_rec_1478,0,0,0,marketing,2025-03-03T06:52:36,benign
log_16436,doc_10,read_phi,phi_rec_302,0,0,0,marketing,2025-04-08T00:35:51,benign
log_16437,doc_12,read_phi,phi_rec_663,0,0,0,marketing,2025-06-12T20:40:09,benign
log_16438,doc_19,read_phi,phi_rec_1088,0,0,0,marketing,2025-01-06T17:23:52,benign
log_16439,doc_31,read_phi,phi_rec_533,0,0,0,billing,2025-04-28T17:51:35,benign
log_16440,doc_31,read_phi,phi_rec_908,1,0,0,diagnosis,2025-04-06T23:48:24,benign
log_16441,doc_8,read_phi,phi_rec_1557,1,1,0,diagnosis,2025-06-27T02:06:43,benign
log_16442,doc_30,read_phi,phi_rec_883,0,0,0,billing,2025-04-14T17:41:30,benign
log_16443,doc_31,read_phi,phi_rec_1499,0,0,0,billing,2025-04-04T20:26:24,benign
log_16444,doc_22,read_phi,phi_rec_753,1,1,0,diagnosis,2025-08-23T21:54:13,benign
log_16445,doc_48,read_phi,phi_rec_1,0,0,0,marketing,2025-02-12T16:09:07,benign
log_16446,doc_23,read_phi,phi_rec_405,1,0,0,research,2025-02-20T13:15:45,benign
log_16447,doc_44,read_phi,phi_rec_1750,0,1,0,research,2025-02-09T04:49:33,benign
log_16448,doc_43,read_phi,phi_rec_223,0,0,0,marketing,2025-03-01T17:45:27,benign
log_16449,doc_25,read_phi,phi_rec_923,0,0,0,billing,2025-06-22T01:37:07,benign
log_16450,doc_28,read_phi,phi_rec_1813,0,0,0,billing,2025-01-25T16:42:34,benign
log_16451,doc_1,read_phi,phi_rec_1888,0,0,0,marketing,2025-01-17T17:17:03,benign
log_16452,doc_37,read_phi,phi_rec_1311,0,1,0,research,2025-04-19T06:40:32,benign
log_16453,bclerk_11,read_phi,phi_rec_420,0,0,1,billing,2025-03-05T14:24:38,benign
log_16454,doc_22,read_phi,phi_rec_367,0,1,0,research,2025-07-14T03:11:02,benign
log_16455,doc_33,read_phi,phi_rec_120,1,1,0,diagnosis,2025-04-10T15:49:20,benign
log_16456,bclerk_10,read_phi,phi_rec_1776,0,0,1,billing,2025-06-05T00:05:24,benign
log_16457,doc_49,read_phi,phi_rec_409,0,0,0,billing,2025-05-21T10:35:53,benign
log_16458,doc_0,read_phi,phi_rec_47,0,0,0,billing,2025-08-18T03:57:03,benign
log_16459,bclerk_0,read_phi,phi_rec_91,0,0,1,billing,2025-03-19T18:41:37,benign
log_16460,bclerk_13,read_phi,phi_rec_1425,0,0,1,billing,2025-02-14T11:33:33,benign
log_16461,bclerk_7,read_phi,phi_rec_1017,0,0,1,billing,2025-05-25T05:22:02,benign
log_16462,doc_10,read_phi,phi_rec_224,0,0,0,billing,2025-07-28T09:11:00,benign
log_16463,doc_47,read_phi,phi_rec_1503,0,0,0,marketing,2025-02-17T05:12:40,benign
log_16464,doc_21,read_phi,phi_rec_408,0,0,0,marketing,2025-01-06T23:04:56,benign
log_16465,bclerk_5,read_phi,phi_rec_56,0,0,1,billing,2025-03-16T03:47:19,benign
log_16466,bclerk_9,read_phi,phi_rec_687,0,0,1,billing,2025-03-01T21:57:34,benign
log_16467,doc_7,read_phi,phi_rec_978,1,1,0,diagnosis,2025-01-20T16:06:29,benign
log_16468,doc_14,read_phi,phi_rec_1623,0,1,0,diagnosis,2025-05-20T16:54:29,benign
log_16469,doc_30,read_phi,phi_rec_1797,1,1,0,research,2025-05-28T13:52:51,benign
log_16470,doc_17,read_phi,phi_rec_1476,0,1,0,diagnosis,2025-06-22T20:17:22,benign
log_16471,doc_10,read_phi,phi_rec_1278,0,0,0,billing,2025-02-28T08:26:37,benign
log_16472,doc_6,read_phi,phi_rec_438,0,0,0,billing,2025-08-12T20:40:03,benign
log_16473,doc_2,read_phi,phi_rec_451,0,0,0,marketing,2025-08-01T00:11:05,benign
log_16474,bclerk_5,read_phi,phi_rec_209,0,0,1,billing,2025-07-09T11:37:08,benign
log_16475,doc_0,read_phi,phi_rec_1875,1,1,0,diagnosis,2025-04-16T04:37:37,benign
log_16476,doc_13,read_phi,phi_rec_39,1,1,0,research,2025-05-08T21:46:21,benign
log_16477,bclerk_4,read_phi,phi_rec_1552,0,0,1,billing,2025-04-15T07:30:58,benign
log_16478,doc_48,read_phi,phi_rec_1771,0,0,0,billing,2025-05-05T06:28:35,benign
log_16479,doc_46,read_phi,phi_rec_1768,0,1,0,billing,2025-07-06T00:19:15,violation_hipaa_auth
log_16480,doc_31,read_phi,phi_rec_1178,0,0,0,billing,2025-02-28T20:51:53,benign
log_16481,doc_0,read_phi,phi_rec_937,0,1,0,billing,2025-06-10T02:30:20,violation_hipaa_auth
log_16482,doc_26,read_phi,phi_rec_1644,0,0,0,billing,2025-07-11T00:44:31,benign
log_16483,bclerk_8,read_phi,phi_rec_37,0,0,1,billing,2025-06-03T16:21:43,benign
log_16484,doc_37,read_phi,phi_rec_416,1,1,0,diagnosis,2025-07-27T19:36:04,benign
log_16485,doc_33,read_phi,phi_rec_946,1,1,0,research,2025-03-15T03:28:31,benign
log_16486,bclerk_7,read_phi,phi_rec_1689,0,0,1,billing,2025-03-25T05:17:36,benign
log_16487,doc_32,read_phi,phi_rec_239,0,0,0,billing,2025-06-10T13:08:29,benign
log_16488,doc_0,read_phi,phi_rec_755,0,1,0,diagnosis,2025-07-17T09:22:41,benign
log_16489,doc_16,read_phi,phi_rec_1159,0,0,0,billing,2025-04-10T15:22:31,benign
log_16490,doc_30,read_phi,phi_rec_1332,0,0,0,billing,2025-07-05T05:21:59,benign
log_16491,doc_40,read_phi,phi_rec_1921,0,0,0,marketing,2025-06-27T05:05:56,benign
log_16492,doc_43,read_phi,phi_rec_1506,0,0,0,billing,2025-05-12T13:21:36,benign
log_16493,doc_20,read_phi,phi_rec_1146,0,0,0,marketing,2025-07-26T01:33:30,benign
log_16494,bclerk_9,read_phi,phi_rec_681,0,0,1,billing,2025-08-20T16:16:12,benign
log_16495,doc_27,read_phi,phi_rec_490,1,1,0,diagnosis,2025-01-03T04:18:53,benign
log_16496,doc_30,read_phi,phi_rec_855,0,1,0,diagnosis,2025-01-24T17:41:39,benign
log_16497,doc_18,read_phi,phi_rec_1591,1,1,0,diagnosis,2025-07-31T08:54:21,benign
log_16498,doc_30,read_phi,phi_rec_353,0,1,0,diagnosis,2025-02-09T06:50:25,benign
log_16499,bclerk_0,read_phi,phi_rec_457,0,0,1,billing,2025-06-14T04:06:25,benign
log_16500,bclerk_10,read_phi,phi_rec_1780,0,0,1,billing,2025-04-17T09:03:54,benign
